exercise_id,name,complexity_level,primary_equipment,target_muscles,secondary_muscles,body_parts,total_muscle_groups,gif_url,instructions,cardiovascular_endurance_score,muscular_strength_score,muscular_hypertrophy_score,power_development_score,functional_movement_score,calorie_expenditure_score,flexibility_mobility_score,balance_coordination_score,metabolic_conditioning_score,progressive_overload_score,primary_training_category,maintain_weight_compatibility,lose_weight_compatibility,gain_weight_compatibility,build_muscle_compatibility,improve_fitness_compatibility,sedentary_suitability,lightly_active_suitability,moderately_active_suitability,very_active_suitability,extremely_active_suitability,overall_quality_score
ZNgOYQU,Vertical Leg Raise (On Parallel Bars),1,body weight,abs,hip flexors,waist,2,https://static.exercisedb.dev/media/ZNgOYQU.gif,"Step:1 Hang from the parallel bars with your arms fully extended and your body straight. | Step:2 Engage your core and lift your legs up in front of you, keeping them straight. | Step:3 Continue lifting until your legs are parallel to the ground or slightly higher. | Step:4 Pause for a moment at the top, then slowly lower your legs back down to the starting position. | Step:5 Repeat for the desired number of repetitions.",2.0,0.0,0.0,0.0,2.5,2.5,0.0,2.0,0.0,0.0,Functional Training,1.3,1.4,0.4,0.4,1.2,9.5,7.0,5.0,3.0,3.0,0.9
hxyTtWj,Dumbbell Seated Lateral Raise,1,dumbbell,delts,"traps, upper back",shoulders,3,https://static.exercisedb.dev/media/hxyTtWj.gif,"Step:1 Sit on a bench with your feet flat on the ground and a dumbbell in each hand, resting on your thighs. | Step:2 Keep your back straight and core engaged. | Step:3 Raise the dumbbells to your sides with a slight bend in your elbows, until your arms are parallel to the ground. | Step:4 Pause for a moment at the top, then slowly lower the dumbbells back down to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,9.5,7.0,5.0,3.0,3.0,4.5
IvV6C9M,Dumbbell Over Bench One Arm Neutral Wrist Curl,1,dumbbell,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/IvV6C9M.gif,"Step:1 Sit on a bench with a dumbbell in one hand and your arm extended over the bench, palm facing up. | Step:2 Keep your upper arm stationary and curl the dumbbell towards your shoulder, keeping your wrist in a neutral position. | Step:3 Pause for a moment at the top, then slowly lower the dumbbell back to the starting position. | Step:4 Repeat for the desired number of repetitions, then switch arms.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,9.5,7.0,5.0,3.0,3.0,2.9
JzQbv7J,Dumbbell Seated Bent Arm Lateral Raise,1,dumbbell,delts,"trapezius, rhomboids",shoulders,3,https://static.exercisedb.dev/media/JzQbv7J.gif,"Step:1 Sit on a bench with your back straight and feet flat on the ground. | Step:2 Hold a dumbbell in each hand with your palms facing your body and your arms bent at a 90-degree angle. | Step:3 Keeping your elbows bent, raise your arms out to the sides until they are parallel to the ground. | Step:4 Pause for a moment at the top, then slowly lower your arms back down to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,9.5,7.0,5.0,3.0,3.0,4.5
Ys97II0,Dumbbell Seated Front Raise,1,dumbbell,delts,"trapezius, biceps",shoulders,3,https://static.exercisedb.dev/media/Ys97II0.gif,"Step:1 Sit on a bench with your feet flat on the ground and a dumbbell in each hand, resting on your thighs. | Step:2 Keep your back straight and core engaged. | Step:3 Raise the dumbbells in front of you, with your palms facing down, until they are at shoulder level. | Step:4 Pause for a moment at the top, then slowly lower the dumbbells back down to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,9.5,7.0,5.0,3.0,3.0,4.5
13TpY4H,Raise Single Arm Push-Up,1,body weight,pectorals,"triceps, shoulders, core",chest,4,https://static.exercisedb.dev/media/13TpY4H.gif,"Step:1 Start in a push-up position with your hands slightly wider than shoulder-width apart and your feet together. | Step:2 Extend one arm straight out to the side, parallel to the ground. | Step:3 Lower your body towards the ground by bending your elbows, keeping your back straight and core engaged. | Step:4 Push back up to the starting position, using your chest muscles to lift your body. | Step:5 Repeat with the other arm extended.",0.0,3.5,3.0,0.0,2.5,0.0,0.0,2.0,0.0,0.0,Strength Training,1.7,0.9,1.9,1.9,1.6,9.5,7.0,5.0,3.0,3.0,1.4
jl6uxZV,Band Two Legs Calf Raise - (Band Under Both Legs) V. 2,1,band,calves,"ankles, feet",lower legs,3,https://static.exercisedb.dev/media/jl6uxZV.gif,"Step:1 Stand with your feet shoulder-width apart and place a resistance band under both feet. | Step:2 Hold the ends of the band with your hands for stability. | Step:3 Raise your heels off the ground as high as possible, using your calves. | Step:4 Pause for a moment at the top, then slowly lower your heels back down to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cardiovascular Training,0.0,0.0,0.0,0.0,0.0,9.5,7.0,5.0,3.0,3.0,0.0
L2V5Nan,Dumbbell Lying Extension (Across Face),1,dumbbell,triceps,shoulders,upper arms,2,https://static.exercisedb.dev/media/L2V5Nan.gif,"Step:1 Lie flat on a bench with your feet flat on the ground and your head at the end of the bench. | Step:2 Hold a dumbbell with both hands and extend your arms straight up above your chest, palms facing each other. | Step:3 Keeping your upper arms stationary, slowly lower the dumbbell in an arc behind your head until your forearms are parallel to the ground. | Step:4 Pause for a moment, then contract your triceps to bring the dumbbell back to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,9.5,7.0,5.0,3.0,3.0,2.9
VdLZ3nB,Dumbbell One Arm Reverse Spider Curl,1,dumbbell,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/VdLZ3nB.gif,"Step:1 Stand up straight with a dumbbell in one hand, palm facing down and arm fully extended. | Step:2 Keeping your upper arm stationary, curl the dumbbell towards your shoulder by flexing your elbow. | Step:3 Pause for a moment at the top, then slowly lower the dumbbell back to the starting position. | Step:4 Repeat for the desired number of repetitions, then switch arms.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,9.5,7.0,5.0,3.0,3.0,2.9
UNAB8ak,Band One Arm Overhead Biceps Curl,1,band,biceps,"forearms, shoulders",upper arms,3,https://static.exercisedb.dev/media/UNAB8ak.gif,"Step:1 Stand with your feet shoulder-width apart and place one end of the band under your foot. | Step:2 Hold the other end of the band with your arm fully extended overhead, palm facing forward. | Step:3 Keeping your upper arm stationary, curl your forearm towards your shoulder, squeezing your biceps. | Step:4 Pause for a moment at the top, then slowly lower your forearm back to the starting position. | Step:5 Repeat for the desired number of repetitions, then switch arms.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,9.5,7.0,5.0,3.0,3.0,4.5
xiA6lRr,Dumbbell Seated Bicep Curl,1,dumbbell,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/xiA6lRr.gif,"Step:1 Sit on a bench with your feet flat on the ground and hold a dumbbell in each hand, palms facing up. | Step:2 Keep your back straight and your elbows close to your torso. | Step:3 Exhale and curl the dumbbells up towards your shoulders, contracting your biceps. | Step:4 Pause for a moment at the top, then inhale and slowly lower the dumbbells back down to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,9.5,7.0,5.0,3.0,3.0,2.9
JhYSVwT,Dumbbell Seated Bench Extension,1,dumbbell,triceps,shoulders,upper arms,2,https://static.exercisedb.dev/media/JhYSVwT.gif,"Step:1 Sit on a bench with your back straight and feet flat on the ground. | Step:2 Hold a dumbbell with both hands and extend your arms straight up above your head. | Step:3 Slowly lower the dumbbell behind your head, keeping your elbows close to your ears. | Step:4 Pause for a moment, then raise the dumbbell back up to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,9.5,7.0,5.0,3.0,3.0,2.9
BIb1tGo,Dumbbell Standing One Arm Curl (Over Incline Bench),1,dumbbell,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/BIb1tGo.gif,"Step:1 Stand with your feet shoulder-width apart, holding a dumbbell in one hand with your palm facing forward. | Step:2 Place your other hand on an incline bench for support. | Step:3 Keeping your upper arm stationary, exhale and curl the dumbbell towards your shoulder by contracting your biceps. | Step:4 Pause for a moment at the top, then inhale and slowly lower the dumbbell back to the starting position. | Step:5 Repeat for the desired number of repetitions, then switch arms.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,9.5,7.0,5.0,3.0,3.0,2.9
YtaCTYl,Dumbbell One Arm Seated Neutral Wrist Curl,1,dumbbell,forearms,"biceps, brachialis",lower arms,3,https://static.exercisedb.dev/media/YtaCTYl.gif,"Step:1 Sit on a bench with your feet flat on the ground and hold a dumbbell in one hand, palm facing up. | Step:2 Rest your forearm on your thigh, allowing your wrist to hang off the edge. | Step:3 Keeping your forearm stationary, curl your wrist upward as far as possible. | Step:4 Pause for a moment at the top, then slowly lower your wrist back down to the starting position. | Step:5 Repeat for the desired number of repetitions, then switch to the other hand.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,9.5,7.0,5.0,3.0,3.0,4.5
U7D9Fx3,Dumbbell Incline Two Arm Extension,1,dumbbell,triceps,shoulders,upper arms,2,https://static.exercisedb.dev/media/U7D9Fx3.gif,"Step:1 Sit on an incline bench with a dumbbell in each hand, resting on your thighs. | Step:2 Slowly lie back on the bench, keeping the dumbbells close to your chest. | Step:3 Once you are fully lying down, extend your arms straight up towards the ceiling, keeping your elbows slightly bent. | Step:4 Pause for a moment at the top, then slowly lower the dumbbells back down to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,9.5,7.0,5.0,3.0,3.0,2.9
mpKZGWz,Dumbbell Lying Triceps Extension,1,dumbbell,triceps,shoulders,upper arms,2,https://static.exercisedb.dev/media/mpKZGWz.gif,"Step:1 Lie flat on a bench with a dumbbell in each hand, palms facing each other. | Step:2 Extend your arms straight up over your chest, keeping your elbows close to your body. | Step:3 Lower the dumbbells down towards your forehead, bending your elbows. | Step:4 Pause for a moment, then extend your arms back up to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,9.5,7.0,5.0,3.0,3.0,2.9
CJwa0vD,Dumbbell Standing Bent Over One Arm Triceps Extension,1,dumbbell,triceps,"shoulders, back",upper arms,3,https://static.exercisedb.dev/media/CJwa0vD.gif,"Step:1 Stand with your feet shoulder-width apart and hold a dumbbell in one hand. | Step:2 Bend forward at the waist, keeping your back straight and parallel to the ground. | Step:3 Extend your arm straight back, keeping your elbow close to your body. | Step:4 Slowly lower the dumbbell back to the starting position. | Step:5 Repeat for the desired number of repetitions, then switch arms.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,9.5,7.0,5.0,3.0,3.0,4.5
niXESDw,Dumbbell Biceps Curl Squat,1,dumbbell,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/niXESDw.gif,"Step:1 Stand with your feet shoulder-width apart, holding a dumbbell in each hand with your palms facing forward. | Step:2 Keeping your back straight and your elbows close to your sides, exhale and curl the dumbbells up towards your shoulders. | Step:3 Pause for a moment at the top, squeezing your biceps. | Step:4 Inhale and slowly lower the dumbbells back down to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,9.5,7.0,5.0,3.0,3.0,2.9
EmlJR2y,Dumbbell Standing One Arm Curl Over Incline Bench,1,dumbbell,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/EmlJR2y.gif,"Step:1 Stand with your feet shoulder-width apart, holding a dumbbell in one hand. | Step:2 Place your other hand on an incline bench for support. | Step:3 Keeping your upper arm stationary, curl the dumbbell towards your shoulder by contracting your biceps. | Step:4 Pause for a moment at the top, then slowly lower the dumbbell back to the starting position. | Step:5 Repeat for the desired number of repetitions, then switch arms.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,9.5,7.0,5.0,3.0,3.0,2.9
TiaZTxx,Dumbbell Seated Curl,1,dumbbell,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/TiaZTxx.gif,"Step:1 Sit on a bench with your feet flat on the ground and a dumbbell in each hand, palms facing forward. | Step:2 Keep your back straight and your elbows close to your torso. | Step:3 Exhale and curl the dumbbells up towards your shoulders, contracting your biceps. | Step:4 Pause for a moment at the top, then inhale and slowly lower the dumbbells back down to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,9.5,7.0,5.0,3.0,3.0,2.9
c9MnDRp,Dumbbell Raise,1,dumbbell,delts,"traps, rhomboids",shoulders,3,https://static.exercisedb.dev/media/c9MnDRp.gif,"Step:1 Stand with your feet shoulder-width apart and hold a dumbbell in each hand, palms facing your body. | Step:2 Keep your back straight and engage your core. | Step:3 Raise your arms out to the sides until they are parallel to the floor, keeping a slight bend in your elbows. | Step:4 Pause for a moment at the top, then slowly lower your arms back down to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,9.5,7.0,5.0,3.0,3.0,4.5
s999Hdo,Dumbbell One Arm Seated Bicep Curl On Exercise Ball,1,dumbbell,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/s999Hdo.gif,"Step:1 Sit on an exercise ball with your feet flat on the ground and your back straight. | Step:2 Hold a dumbbell in one hand with your palm facing up and your arm fully extended. | Step:3 Keeping your upper arm stationary, curl the dumbbell towards your shoulder by contracting your biceps. | Step:4 Pause for a moment at the top, then slowly lower the dumbbell back to the starting position. | Step:5 Repeat for the desired number of repetitions, then switch arms.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,9.5,7.0,5.0,3.0,3.0,2.9
OTgkHwR,Dumbbell Decline Triceps Extension,1,dumbbell,triceps,shoulders,upper arms,2,https://static.exercisedb.dev/media/OTgkHwR.gif,"Step:1 Lie on a decline bench with your head lower than your feet and hold a dumbbell in each hand, palms facing each other. | Step:2 Extend your arms fully, keeping your elbows close to your head. | Step:3 Lower the dumbbells slowly behind your head, bending your elbows. | Step:4 Pause for a moment, then raise the dumbbells back to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,9.5,7.0,5.0,3.0,3.0,2.9
y5U5B9Y,Dumbbell Zottman Preacher Curl,1,dumbbell,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/y5U5B9Y.gif,"Step:1 Sit on a preacher bench with a dumbbell in each hand, palms facing up and elbows resting on the pad. | Step:2 Curl the dumbbells up towards your shoulders, keeping your upper arms stationary and your palms facing up. | Step:3 At the top of the curl, rotate your wrists so that your palms are facing down. | Step:4 Slowly lower the dumbbells back down to the starting position, rotating your wrists back to the starting position as you do so. | Step:5 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,9.5,7.0,5.0,3.0,3.0,2.9
OVIKwsd,Dumbbell Incline Triceps Extension,1,dumbbell,triceps,shoulders,upper arms,2,https://static.exercisedb.dev/media/OVIKwsd.gif,"Step:1 Sit on an incline bench with a dumbbell in each hand, palms facing inwards. | Step:2 Extend your arms fully overhead, keeping your elbows close to your head. | Step:3 Lower the dumbbells behind your head by bending your elbows, keeping your upper arms stationary. | Step:4 Pause for a moment, then raise the dumbbells back to the starting position by extending your arms. | Step:5 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,9.5,7.0,5.0,3.0,3.0,2.9
4ievMJ9,Dumbbell Seated Bent Over Triceps Extension,1,dumbbell,triceps,"shoulders, back",upper arms,3,https://static.exercisedb.dev/media/4ievMJ9.gif,"Step:1 Sit on a bench with your feet flat on the ground and hold a dumbbell in each hand. | Step:2 Bend forward at the waist, keeping your back straight and your head up. | Step:3 Extend your arms straight back, keeping your elbows close to your head. | Step:4 Pause for a moment, then slowly lower the dumbbells back to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,9.5,7.0,5.0,3.0,3.0,4.5
53Ttlck,Dumbbell Lying Rear Lateral Raise,1,dumbbell,delts,"traps, rhomboids",shoulders,3,https://static.exercisedb.dev/media/53Ttlck.gif,"Step:1 Lie face down on a flat bench with a dumbbell in each hand, palms facing each other. | Step:2 Extend your arms straight down towards the floor, keeping a slight bend in your elbows. | Step:3 Engaging your shoulder muscles, lift your arms out to the sides until they are parallel to the floor. | Step:4 Pause for a moment at the top, then slowly lower your arms back down to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,9.5,7.0,5.0,3.0,3.0,4.5
gscGLOU,Bodyweight Side Lying Biceps Curl,1,body weight,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/gscGLOU.gif,"Step:1 Lie on your side with your legs extended and your head supported by your arm. | Step:2 Hold your upper arm against your side and bend your elbow to curl your forearm towards your shoulder. | Step:3 Pause for a moment at the top, then slowly lower your forearm back down to the starting position. | Step:4 Repeat for the desired number of repetitions.",2.0,6.5,8.5,0.0,2.5,6.5,0.0,2.0,0.0,7.5,Hypertrophy Training,2.9,3.3,5.6,5.6,2.8,9.5,7.0,5.0,3.0,3.0,3.8
6HmFgmx,Standing Calf Raise (On A Staircase),1,body weight,calves,"ankles, feet",lower legs,3,https://static.exercisedb.dev/media/6HmFgmx.gif,"Step:1 Stand on the edge of a step or a sturdy platform with your heels hanging off and your toes on the step. | Step:2 Hold onto a railing or wall for balance if needed. | Step:3 Slowly raise your heels as high as possible, lifting your body weight onto the balls of your feet. | Step:4 Pause for a moment at the top, then slowly lower your heels back down to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,3.5,3.0,0.0,2.5,0.0,0.0,2.0,0.0,0.0,Strength Training,1.7,0.9,1.9,1.9,1.6,9.5,7.0,5.0,3.0,3.0,1.4
v1qBec9,Dumbbell Rear Lateral Raise,1,dumbbell,delts,"traps, rhomboids",shoulders,3,https://static.exercisedb.dev/media/v1qBec9.gif,"Step:1 Stand with your feet shoulder-width apart and hold a dumbbell in each hand, palms facing your body. | Step:2 Bend your knees slightly and hinge forward at the hips, keeping your back straight and core engaged. | Step:3 Raise your arms out to the sides, keeping a slight bend in your elbows, until they are parallel to the floor. | Step:4 Pause for a moment at the top, then slowly lower your arms back down to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,9.5,7.0,5.0,3.0,3.0,4.5
