exercise_id,name,complexity_level,primary_equipment,target_muscles,secondary_muscles,body_parts,total_muscle_groups,gif_url,instructions,cardiovascular_endurance_score,muscular_strength_score,muscular_hypertrophy_score,power_development_score,functional_movement_score,calorie_expenditure_score,flexibility_mobility_score,balance_coordination_score,metabolic_conditioning_score,progressive_overload_score,primary_training_category,maintain_weight_compatibility,lose_weight_compatibility,gain_weight_compatibility,build_muscle_compatibility,improve_fitness_compatibility,sedentary_suitability,lightly_active_suitability,moderately_active_suitability,very_active_suitability,extremely_active_suitability,overall_quality_score
IpONWYv,Dumbbell Side Bend,2,dumbbell,abs,obliques,waist,2,https://static.exercisedb.dev/media/IpONWYv.gif,"Step:1 Stand up straight with your feet shoulder-width apart and hold a dumbbell in one hand, letting it hang down by your side. | Step:2 Keeping your back straight and your core engaged, slowly bend sideways at the waist towards the opposite side of the dumbbell, lowering the weight as far as you comfortably can. | Step:3 Pause for a moment, then slowly return to the starting position. | Step:4 Repeat for the desired number of repetitions, then switch sides and repeat.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,8.5,8.0,6.0,5.0,3.0,2.9
REXmfVC,Sledge Hammer,2,hammer,abs,"forearms, shoulders",waist,3,https://static.exercisedb.dev/media/REXmfVC.gif,"Step:1 Stand with your feet shoulder-width apart and hold the sledge hammer with both hands. | Step:2 Engage your core and keep your back straight. | Step:3 Swing the sledge hammer down towards the ground, using your core and upper body strength. | Step:4 As you swing down, pivot your hips and transfer the force to the hammer. | Step:5 Repeat for the desired number of repetitions.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cardiovascular Training,0.0,0.0,0.0,0.0,0.0,7.0,8.0,6.0,5.0,3.0,0.0
PnZJIrk,Assisted Wide-Grip Chest Dip (Kneeling),2,leverage machine,pectorals,"triceps, shoulders",chest,3,https://static.exercisedb.dev/media/PnZJIrk.gif,Step:1 Adjust the machine to your desired height and secure your knees on the pad. | Step:2 Grasp the handles with a wide grip and keep your elbows slightly bent. | Step:3 Lower your body by bending your elbows until your upper arms are parallel to the floor. | Step:4 Push yourself back up to the starting position by extending your arms. | Step:5 Repeat for the desired number of repetitions.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cardiovascular Training,0.0,0.0,0.0,0.0,0.0,7.0,8.0,6.0,5.0,3.0,0.0
LQFOrMn,Chest Dip On Straight Bar,2,body weight,pectorals,"triceps, shoulders",chest,3,https://static.exercisedb.dev/media/LQFOrMn.gif,Step:1 Grab the parallel bars with your palms facing down and your arms fully extended. | Step:2 Bend your knees and cross your ankles. | Step:3 Lower your body by bending your arms until your shoulders are below your elbows. | Step:4 Push yourself back up to the starting position by straightening your arms. | Step:5 Repeat for the desired number of repetitions.,0.0,3.5,3.0,0.0,2.5,0.0,0.0,2.0,0.0,0.0,Strength Training,1.7,0.9,1.9,1.9,1.6,8.5,8.0,6.0,5.0,3.0,1.4
33AzZeV,Barbell Front Raise And Pullover,2,barbell,pectorals,"deltoids, triceps",chest,3,https://static.exercisedb.dev/media/33AzZeV.gif,"Step:1 Stand with your feet shoulder-width apart and hold a barbell with an overhand grip, palms facing down. | Step:2 Keep your arms straight and raise the barbell in front of you until it reaches shoulder height. | Step:3 Pause for a moment at the top, then slowly lower the barbell back down to the starting position. | Step:4 Next, lower the barbell behind your head, keeping your arms straight. | Step:5 Pause for a moment at the bottom, then raise the barbell back up to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,6.0,8.0,6.0,6.0,4.0,4.5
OeL23VY,Dumbbell Seated Biceps Curl To Shoulder Press,2,dumbbell,biceps,shoulders,upper arms,2,https://static.exercisedb.dev/media/OeL23VY.gif,"Step:1 Sit on a bench with your back straight and feet flat on the ground. | Step:2 Hold a dumbbell in each hand with your palms facing forward and arms fully extended. | Step:3 Keeping your elbows close to your sides, curl the dumbbells up towards your shoulders. | Step:4 Once your forearms are vertical, rotate your wrists so that your palms are facing forward. | Step:5 Press the dumbbells overhead until your arms are fully extended. | Step:6 Lower the dumbbells back down to the starting position by reversing the movement. | Step:7 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,8.5,8.0,6.0,5.0,3.0,2.9
RtyAsy1,Arms Apart Circular Toe Touch (Male),2,body weight,glutes,"hamstrings, quadriceps, calves",upper legs,4,https://static.exercisedb.dev/media/RtyAsy1.gif,"Step:1 Stand with your feet shoulder-width apart and arms extended to the sides. | Step:2 Keeping your legs straight, bend forward at the waist and reach down towards your toes with your right hand. | Step:3 As you reach down, simultaneously lift your left leg straight up behind you, maintaining balance. | Step:4 Return to the starting position and repeat the movement with your left hand reaching towards your toes and your right leg lifting up behind you. | Step:5 Continue alternating sides for the desired number of repetitions.",0.0,3.5,3.0,0.0,2.5,0.0,0.0,2.0,0.0,0.0,Strength Training,1.7,0.9,1.9,1.9,1.6,8.5,8.0,6.0,5.0,3.0,1.4
YUYAMEj,Assisted Prone Lying Quads Stretch,2,assisted,quads,"hamstrings, glutes",upper legs,3,https://static.exercisedb.dev/media/YUYAMEj.gif,"Step:1 Lie face down on the ground with your legs extended. | Step:2 Bend your left knee and reach back with your left hand to grab your left foot or ankle. | Step:3 Gently pull your left foot towards your glutes, feeling a stretch in your left quad. | Step:4 Hold the stretch for 20-30 seconds, then release. | Step:5 Repeat with your right leg.",0.0,0.0,0.0,0.0,5.0,0.0,9.0,6.5,0.0,0.0,Flexibility & Mobility,3.5,0.8,0.8,0.8,2.7,7.0,8.0,6.0,5.0,3.0,1.9
ye84CTU,Lever Preacher Curl V. 2,2,leverage machine,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/ye84CTU.gif,"Step:1 Adjust the seat height and position yourself on the machine with your upper arms resting on the pad and your chest against the support. | Step:2 Grasp the handles with an underhand grip, slightly wider than shoulder-width apart. | Step:3 Keep your upper arms stationary and exhale as you curl the handles towards your shoulders, contracting your biceps. | Step:4 Pause for a moment at the top of the movement, squeezing your biceps. | Step:5 Inhale as you slowly lower the handles back to the starting position, fully extending your arms. | Step:6 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,7.0,8.0,6.0,5.0,3.0,2.9
VW88JNd,Dumbbell Seated One Leg Calf Raise - Palm Up,2,dumbbell,calves,"hamstrings, glutes",lower legs,3,https://static.exercisedb.dev/media/VW88JNd.gif,"Step:1 Sit on a bench or chair with your back straight and your feet flat on the ground. | Step:2 Hold a dumbbell in one hand and place it on top of your thigh, palm facing up. | Step:3 Lift one leg off the ground and extend it in front of you, keeping your knee slightly bent. | Step:4 Raise your heel as high as possible by pushing through the ball of your foot. | Step:5 Pause for a moment at the top, then slowly lower your heel back down. | Step:6 Repeat for the desired number of repetitions, then switch legs and repeat.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,8.5,8.0,6.0,5.0,3.0,4.5
bmBf7LN,Dumbbell Lying External Shoulder Rotation,2,dumbbell,delts,"rotator cuff, triceps",shoulders,3,https://static.exercisedb.dev/media/bmBf7LN.gif,"Step:1 Lie on your side on a flat bench with your upper arm against your side and your elbow bent 90 degrees. | Step:2 Hold a dumbbell in your hand with your palm facing down. | Step:3 Keeping your upper arm against your side, slowly rotate your forearm upward as far as possible. | Step:4 Pause for a moment at the top, then slowly lower your forearm back down to the starting position. | Step:5 Repeat for the desired number of repetitions, then switch sides.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,8.5,8.0,6.0,5.0,3.0,4.5
iaapw0g,Ez Barbell Seated Triceps Extension,2,ez barbell,triceps,shoulders,upper arms,2,https://static.exercisedb.dev/media/iaapw0g.gif,"Step:1 Sit on a bench with your back straight and feet flat on the ground. | Step:2 Hold the ez barbell with an overhand grip, hands shoulder-width apart. | Step:3 Raise the barbell overhead, fully extending your arms. | Step:4 Keeping your upper arms stationary, lower the barbell behind your head by bending your elbows. | Step:5 Pause for a moment, then raise the barbell back to the starting position by extending your arms. | Step:6 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,7.0,8.0,6.0,5.0,3.0,2.9
oom75KC,Dumbbell Straight Leg Deadlift,2,dumbbell,glutes,"hamstrings, lower back",upper legs,3,https://static.exercisedb.dev/media/oom75KC.gif,"Step:1 Stand with your feet shoulder-width apart, holding a dumbbell in each hand with an overhand grip. | Step:2 Keeping your back straight and your core engaged, hinge at the hips and lower the dumbbells towards the ground, allowing your torso to lean forward. | Step:3 Continue lowering the dumbbells until you feel a stretch in your hamstrings, keeping your knees slightly bent. | Step:4 Pause for a moment at the bottom, then engage your glutes and hamstrings to lift your torso back up to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,8.5,8.0,6.0,5.0,3.0,4.5
WcHl7ru,Smith Close-Grip Bench Press,2,smith machine,triceps,"chest, shoulders",upper arms,3,https://static.exercisedb.dev/media/WcHl7ru.gif,"Step:1 Adjust the seat height and position yourself on the bench with your feet flat on the ground. | Step:2 Grasp the barbell with a close grip, slightly narrower than shoulder-width apart. | Step:3 Lower the barbell towards your chest, keeping your elbows close to your body. | Step:4 Pause for a moment at the bottom, then push the barbell back up to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,6.0,8.0,6.0,6.0,4.0,4.5
u2X71Np,Cable Front Raise,2,cable,delts,"triceps, forearms",shoulders,3,https://static.exercisedb.dev/media/u2X71Np.gif,"Step:1 Stand with your feet shoulder-width apart and grasp the cable handle with an overhand grip. | Step:2 Keep your back straight and your core engaged. | Step:3 Raise the cable handle in front of you, keeping your arms straight and your palms facing down. | Step:4 Continue lifting until your arms are parallel to the floor. | Step:5 Pause for a moment at the top, then slowly lower the cable handle back to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,6.0,8.0,6.0,6.0,4.0,4.5
uxJcFUU,Cable Lying Triceps Extension V. 2,2,cable,triceps,shoulders,upper arms,2,https://static.exercisedb.dev/media/uxJcFUU.gif,"Step:1 Attach a rope handle to a low pulley cable machine. | Step:2 Lie down on a flat bench facing up, with your head towards the cable machine. | Step:3 Grasp the rope handle with both hands, palms facing each other, and extend your arms straight up over your chest. | Step:4 Keeping your upper arms stationary, slowly lower the rope handle towards your forehead by bending your elbows. | Step:5 Pause for a moment at the bottom, then extend your arms back up to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,6.0,8.0,6.0,6.0,4.0,2.9
5KLbZWx,Kettlebell Alternating Press,2,kettlebell,delts,"triceps, core",shoulders,3,https://static.exercisedb.dev/media/5KLbZWx.gif,"Step:1 Stand with your feet shoulder-width apart, holding a kettlebell in each hand at shoulder height. | Step:2 Press one kettlebell overhead, fully extending your arm. | Step:3 Lower the kettlebell back to shoulder height. | Step:4 Repeat with the other arm. | Step:5 Continue alternating arms for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,8.5,8.0,6.0,5.0,3.0,4.5
U3ffHlY,Cable Rope Lying On Floor Tricep Extension,2,cable,triceps,shoulders,upper arms,2,https://static.exercisedb.dev/media/U3ffHlY.gif,"Step:1 Attach a rope to a cable machine and set it to the lowest position. | Step:2 Lie on the floor facing up, with your head towards the cable machine. | Step:3 Hold the rope with both hands, palms facing each other, and extend your arms straight up towards the ceiling. | Step:4 Keep your upper arms stationary and slowly lower the rope towards your forehead, bending your elbows. | Step:5 Pause for a moment, then extend your arms back up to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,6.0,8.0,6.0,6.0,4.0,2.9
CI6baTY,Bottoms-Up,2,body weight,abs,"obliques, hip flexors",waist,3,https://static.exercisedb.dev/media/CI6baTY.gif,"Step:1 Lie flat on your back with your legs extended and your arms by your sides. | Step:2 Bend your knees and bring them towards your chest, keeping your feet off the ground. | Step:3 Engaging your abs, lift your hips off the ground, bringing your knees towards your head. | Step:4 Pause for a moment at the top, then slowly lower your hips back down to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,3.5,3.0,0.0,2.5,0.0,0.0,2.0,0.0,0.0,Strength Training,1.7,0.9,1.9,1.9,1.6,8.5,8.0,6.0,5.0,3.0,1.4
Gchi5Tr,Cable Alternate Triceps Extension,2,cable,triceps,shoulders,upper arms,2,https://static.exercisedb.dev/media/Gchi5Tr.gif,"Step:1 Stand facing the cable machine with your feet shoulder-width apart. | Step:2 Hold the cable handle with your right hand and bring your arm up so that your upper arm is parallel to the ground and your elbow is bent at a 90-degree angle. | Step:3 Keep your upper arm stationary and extend your forearm backward, fully straightening your arm. | Step:4 Pause for a moment, then slowly return to the starting position. | Step:5 Repeat with your left arm. | Step:6 Continue alternating arms for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,6.0,8.0,6.0,6.0,4.0,2.9
REGM1dE,Dumbbell One Arm Decline Chest Press,2,dumbbell,pectorals,"triceps, shoulders",chest,3,https://static.exercisedb.dev/media/REGM1dE.gif,"Step:1 Lie on a decline bench with a dumbbell in one hand, resting on your chest. | Step:2 Place your feet flat on the ground and keep your back pressed against the bench. | Step:3 Extend your arm and push the dumbbell up towards the ceiling, fully extending your elbow. | Step:4 Pause for a moment at the top, then slowly lower the dumbbell back down to the starting position. | Step:5 Repeat for the desired number of repetitions, then switch to the other arm.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,8.5,8.0,6.0,5.0,3.0,4.5
NN8nSNT,Cable Rope High Pulley Overhead Tricep Extension,2,cable,triceps,shoulders,upper arms,2,https://static.exercisedb.dev/media/NN8nSNT.gif,"Step:1 Attach a rope to a high pulley and adjust the weight accordingly. | Step:2 Stand facing away from the pulley machine with your feet shoulder-width apart. | Step:3 Grasp the rope with both hands, palms facing down, and bring your hands above your head. | Step:4 Keep your upper arms close to your head and perpendicular to the floor. | Step:5 Slowly lower the rope behind your head by bending your elbows. | Step:6 Pause for a moment, then extend your arms back to the starting position. | Step:7 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,6.0,8.0,6.0,6.0,4.0,2.9
PQcUlDi,Cable Supine Reverse Fly,2,cable,delts,"trapezius, rhomboids",shoulders,3,https://static.exercisedb.dev/media/PQcUlDi.gif,"Step:1 Attach a D-handle to a low pulley cable machine and lie face down on a flat bench. | Step:2 Grasp the D-handle with each hand, palms facing down, and extend your arms straight out in front of you. | Step:3 Keeping your arms straight, raise them out to the sides until they are parallel to the floor. | Step:4 Pause for a moment at the top, then slowly lower your arms back down to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,6.0,8.0,6.0,6.0,4.0,4.5
lyKCLmK,Dumbbell Seated Revers Grip Concentration Curl,2,dumbbell,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/lyKCLmK.gif,"Step:1 Sit on a bench with your feet flat on the ground and hold a dumbbell in one hand, palm facing up. | Step:2 Rest your elbow on the inside of your thigh, just above the knee. | Step:3 Keeping your upper arm stationary, exhale and curl the dumbbell towards your shoulder. | Step:4 Pause for a moment at the top, squeezing your biceps. | Step:5 Inhale and slowly lower the dumbbell back to the starting position. | Step:6 Repeat for the desired number of repetitions, then switch arms.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,8.5,8.0,6.0,5.0,3.0,2.9
4dUn2iv,Barbell Standing Close Grip Curl,2,barbell,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/4dUn2iv.gif,"Step:1 Stand up straight with your feet shoulder-width apart and hold a barbell with an underhand grip, hands close together. | Step:2 Keep your elbows close to your torso and your upper arms stationary throughout the movement. | Step:3 Exhale as you curl the weights while contracting your biceps. Continue to raise the bar until your biceps are fully contracted and the bar is at shoulder level. | Step:4 Hold the contracted position for a brief pause as you squeeze your biceps. | Step:5 Inhale as you slowly begin to bring the barbell back to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,6.0,8.0,6.0,6.0,4.0,2.9
ayAHcEm,Smith Incline Shoulder Raises,2,smith machine,serratus anterior,"deltoids, trapezius",chest,3,https://static.exercisedb.dev/media/ayAHcEm.gif,"Step:1 Adjust the smith machine to an incline position. | Step:2 Stand facing the machine with your feet shoulder-width apart. | Step:3 Grasp the bar with an overhand grip, slightly wider than shoulder-width apart. | Step:4 Keep your back straight and core engaged. | Step:5 Raise the barbell up towards the ceiling, leading with your elbows. | Step:6 Pause for a moment at the top, then slowly lower the barbell back down to the starting position. | Step:7 Repeat for the desired number of repetitions.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cardiovascular Training,0.0,0.0,0.0,0.0,0.0,6.0,8.0,6.0,6.0,4.0,0.0
DIVyqrU,Sphinx,2,body weight,spine,"glutes, hamstrings",back,3,https://static.exercisedb.dev/media/DIVyqrU.gif,"Step:1 Lie face down on the ground with your forearms flat on the floor, elbows directly under your shoulders. | Step:2 Engage your core and lift your chest off the ground, keeping your forearms and toes on the floor. | Step:3 Hold this position for a few seconds, making sure to keep your neck in a neutral position. | Step:4 Slowly lower your chest back down to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,3.5,3.0,0.0,2.5,0.0,0.0,2.0,0.0,0.0,Strength Training,1.7,0.9,1.9,1.9,1.6,8.5,8.0,6.0,5.0,3.0,1.4
s0HKO2I,Bodyweight Kneeling Triceps Extension,2,body weight,triceps,"shoulders, chest",upper arms,3,https://static.exercisedb.dev/media/s0HKO2I.gif,"Step:1 Kneel down on the ground with your knees hip-width apart. | Step:2 Place your hands on the ground in front of you, shoulder-width apart, fingers pointing forward. | Step:3 Extend your legs straight behind you, balancing on your toes and hands, forming a straight line from head to heels. | Step:4 Bend your elbows and lower your upper body towards the ground, keeping your elbows close to your sides. | Step:5 Pause for a moment at the bottom, then push through your hands to straighten your arms and return to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,10.0,10.0,0.0,10.0,6.0,0.0,2.0,0.0,9.0,Strength Training,5.0,4.4,8.3,8.3,4.9,8.5,8.0,6.0,5.0,3.0,5.4
x306lCW,Dumbbell Upright Shoulder External Rotation,2,dumbbell,delts,"rotator cuff, trapezius",shoulders,3,https://static.exercisedb.dev/media/x306lCW.gif,"Step:1 Stand with your feet shoulder-width apart and hold a dumbbell in each hand with your palms facing your body. | Step:2 Raise your arms out to the sides until they are parallel to the ground, keeping your elbows slightly bent. | Step:3 Rotate your arms externally, bringing the dumbbells up towards your head while keeping your elbows in the same position. | Step:4 Pause for a moment at the top, then slowly lower the dumbbells back to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,8.5,8.0,6.0,5.0,3.0,4.5
