exercise_id,name,complexity_level,primary_equipment,target_muscles,secondary_muscles,body_parts,total_muscle_groups,gif_url,instructions,cardiovascular_endurance_score,muscular_strength_score,muscular_hypertrophy_score,power_development_score,functional_movement_score,calorie_expenditure_score,flexibility_mobility_score,balance_coordination_score,metabolic_conditioning_score,progressive_overload_score,primary_training_category,maintain_weight_compatibility,lose_weight_compatibility,gain_weight_compatibility,build_muscle_compatibility,improve_fitness_compatibility,sedentary_suitability,lightly_active_suitability,moderately_active_suitability,very_active_suitability,extremely_active_suitability,overall_quality_score
e1e76I2,Jump Rope,2,rope,cardiovascular system,"calves, quadriceps, hamstrings, glutes",cardio,5,https://static.exercisedb.dev/media/e1e76I2.gif,"Step:1 Hold the handles of the jump rope with your hands, palms facing inward. | Step:2 Stand with your feet shoulder-width apart and knees slightly bent. | Step:3 Swing the rope over your head and jump over it as it comes towards your feet. | Step:4 Land softly on the balls of your feet and repeat the jump as the rope comes around again. | Step:5 Continue jumping for the desired duration or number of repetitions.",7.5,7.0,0.0,9.0,7.5,7.5,0.0,0.0,8.5,0.0,Power Training,5.1,7.7,4.1,4.1,6.0,6.0,7.0,6.0,6.0,4.0,5.1
LHWF7us,Kettlebell Hang Clean,4,kettlebell,hamstrings,"glutes, quadriceps, calves",upper legs,4,https://static.exercisedb.dev/media/LHWF7us.gif,"Step:1 Stand with your feet shoulder-width apart, holding a kettlebell in front of your thighs. | Step:2 Bend your knees slightly and hinge forward at the hips, keeping your back straight. | Step:3 Lower the kettlebell towards the ground, allowing it to swing between your legs. | Step:4 Quickly extend your hips and knees, using the momentum to swing the kettlebell up to shoulder height. | Step:5 As the kettlebell reaches shoulder height, rotate your wrists and catch the kettlebell in the rack position, with your elbow tucked in and the kettlebell resting on your forearm. | Step:6 Lower the kettlebell back down to the starting position between your legs, and repeat for the desired number of repetitions.",0.0,7.0,7.5,9.0,7.5,7.5,0.0,0.0,0.0,9.0,Power Training,3.4,3.9,8.0,8.0,4.3,4.5,5.0,6.0,7.0,6.0,5.1
SGY8Zui,Barbell Clean And Press,4,barbell,quads,"hamstrings, glutes, shoulders, triceps",upper legs,5,https://static.exercisedb.dev/media/SGY8Zui.gif,"Step:1 Stand with your feet shoulder-width apart and the barbell on the floor in front of you. | Step:2 Bend your knees and hinge at the hips to lower down and grip the barbell with an overhand grip, hands slightly wider than shoulder-width apart. | Step:3 Drive through your heels and extend your hips and knees to lift the barbell off the floor, keeping it close to your body. | Step:4 As the barbell reaches your thighs, explosively extend your hips, shrug your shoulders, and pull the barbell up towards your chest. | Step:5 As the barbell reaches chest height, quickly drop under it and catch it at shoulder level, with your elbows pointing forward and your palms facing up. | Step:6 From the catch position, press the barbell overhead by extending your arms and pushing the barbell straight up. | Step:7 Lower the barbell back down to the starting position and repeat for the desired number of repetitions.",0.0,7.0,7.5,9.0,7.5,7.5,0.0,0.0,0.0,9.0,Power Training,3.4,3.9,8.0,8.0,4.3,2.0,5.0,6.0,8.0,7.0,5.1
vzAxBtt,Kettlebell One Arm Clean And Jerk,3,kettlebell,delts,"triceps, core",shoulders,3,https://static.exercisedb.dev/media/vzAxBtt.gif,"Step:1 Stand with your feet shoulder-width apart, holding a kettlebell in one hand with an overhand grip. | Step:2 Bend your knees slightly and hinge at the hips, lowering the kettlebell between your legs. | Step:3 Explosively extend your hips, knees, and ankles, using the momentum to swing the kettlebell up to shoulder height. | Step:4 As the kettlebell reaches shoulder height, rotate your wrist and punch your hand straight up, locking out your arm overhead. | Step:5 Lower the kettlebell back down to the starting position and repeat for the desired number of repetitions.",0.0,7.0,7.5,9.0,7.5,7.5,0.0,0.0,0.0,9.0,Power Training,3.4,3.9,8.0,8.0,4.3,6.5,6.0,7.0,6.0,5.0,5.1
7Ba7bQ2,Kettlebell Two Arm Clean,3,kettlebell,delts,"traps, forearms",shoulders,3,https://static.exercisedb.dev/media/7Ba7bQ2.gif,"Step:1 Stand with your feet shoulder-width apart, holding a kettlebell in front of your thighs with both hands, palms facing towards you. | Step:2 Bend your knees slightly and hinge at the hips, lowering the kettlebell towards the ground. | Step:3 Explosively extend your hips and knees, using the momentum to pull the kettlebell up towards your shoulders. | Step:4 As the kettlebell reaches shoulder height, rotate your wrists and catch the kettlebell in the rack position, with your elbows tucked in and the kettlebell resting on the back of your forearm. | Step:5 Lower the kettlebell back down to the starting position and repeat for the desired number of repetitions.",0.0,7.0,7.5,9.0,7.5,7.5,0.0,0.0,0.0,9.0,Power Training,3.4,3.9,8.0,8.0,4.3,6.5,6.0,7.0,6.0,5.0,5.1
aXcUyKb,Kettlebell One Arm Snatch,3,kettlebell,delts,"trapezius, forearms, core",shoulders,4,https://static.exercisedb.dev/media/aXcUyKb.gif,"Step:1 Stand with your feet shoulder-width apart, holding a kettlebell in one hand between your legs. | Step:2 Bend your knees slightly and hinge at the hips, lowering the kettlebell towards the ground. | Step:3 Explosively extend your hips and knees, using the momentum to swing the kettlebell up towards your shoulder. | Step:4 As the kettlebell reaches shoulder height, rotate your hand and punch it straight up overhead, fully extending your arm. | Step:5 Lower the kettlebell back down between your legs and repeat for the desired number of repetitions.",0.0,7.0,7.5,9.0,7.5,7.5,0.0,0.0,0.0,9.0,Power Training,3.4,3.9,8.0,8.0,4.3,6.5,6.0,7.0,6.0,5.0,5.1
dG5Smob,Snatch Pull,5,barbell,quads,"hamstrings, glutes, calves",upper legs,4,https://static.exercisedb.dev/media/dG5Smob.gif,"Step:1 Stand with your feet shoulder-width apart and the barbell on the ground in front of you. | Step:2 Bend your knees and hinge at the hips to lower into a squat position, gripping the barbell with an overhand grip. | Step:3 Keep your back straight and chest up as you drive through your heels to lift the barbell off the ground, extending your hips and knees. | Step:4 As the barbell reaches hip level, explosively pull it upwards, shrugging your shoulders and pulling your elbows high and to the sides. | Step:5 As the barbell reaches its highest point, quickly drop underneath it, pulling yourself into a deep squat position. | Step:6 Catch the barbell overhead with your arms fully extended and your knees bent. | Step:7 Stand up by extending your hips and knees, keeping the barbell overhead. | Step:8 Lower the barbell back down to the starting position by reversing the movement. | Step:9 Repeat for the desired number of repetitions.",0.0,7.0,7.5,9.0,7.5,7.5,0.0,0.0,0.0,9.0,Power Training,3.4,3.9,8.0,8.0,4.3,2.0,3.0,5.0,7.0,8.0,5.1
6pTkI99,Dumbbell One Arm Snatch,5,dumbbell,glutes,"hamstrings, quadriceps, core",upper legs,4,https://static.exercisedb.dev/media/6pTkI99.gif,"Step:1 Stand with your feet shoulder-width apart, holding a dumbbell in one hand with an overhand grip. | Step:2 Bend your knees slightly and hinge forward at the hips, keeping your back straight and chest up. | Step:3 Lower the dumbbell towards the ground, keeping it close to your body. | Step:4 Explosively extend your hips, knees, and ankles, driving the dumbbell upwards in a straight line. | Step:5 As the dumbbell reaches shoulder height, quickly rotate your hand and punch it overhead, fully extending your arm. | Step:6 Catch the dumbbell overhead with a slight bend in your knees and hips. | Step:7 Lower the dumbbell back down to the starting position in a controlled manner. | Step:8 Repeat for the desired number of repetitions, then switch to the other arm.",0.0,7.0,7.5,9.0,7.5,7.5,0.0,0.0,0.0,9.0,Power Training,3.4,3.9,8.0,8.0,4.3,4.5,3.0,5.0,6.0,7.0,5.1
I4tibZG,Kettlebell Alternating Hang Clean,4,kettlebell,forearms,"shoulders, traps, core",lower arms,4,https://static.exercisedb.dev/media/I4tibZG.gif,"Step:1 Stand with your feet shoulder-width apart, holding a kettlebell in each hand with an overhand grip. | Step:2 Bend your knees slightly and hinge forward at the hips, keeping your back straight and chest up. | Step:3 Allow the kettlebells to hang in front of your body with your arms fully extended. | Step:4 In one fluid motion, explosively extend your hips, shrug your shoulders, and pull the kettlebells up towards your shoulders. | Step:5 As the kettlebells reach shoulder height, rotate your wrists and catch the kettlebells in the rack position, with your palms facing inward and the kettlebells resting on the outside of your forearms. | Step:6 Lower the kettlebells back down to the starting position and repeat the movement with the opposite arm. | Step:7 Continue alternating arms for the desired number of repetitions.",0.0,7.0,7.5,9.0,7.5,7.5,0.0,0.0,0.0,9.0,Power Training,3.4,3.9,8.0,8.0,4.3,4.5,5.0,6.0,7.0,6.0,5.1
jCrtE9b,One Arm Slam (With Medicine Ball),2,medicine ball,abs,"shoulders, back",waist,3,https://static.exercisedb.dev/media/jCrtE9b.gif,"Step:1 Stand with your feet shoulder-width apart, holding the medicine ball with one hand in front of your waist. | Step:2 Bend your knees slightly and engage your core. | Step:3 Raise the medicine ball above your head, fully extending your arm. | Step:4 Forcefully slam the medicine ball down to the ground, using your core and shoulders to generate power. | Step:5 Catch the medicine ball on the bounce and repeat for the desired number of repetitions.",0.0,7.0,0.0,9.0,7.5,7.5,0.0,0.0,0.0,0.0,Power Training,3.4,3.9,4.1,4.1,4.3,6.0,7.0,6.0,5.0,3.0,3.5
oHg8eop,Medicine Ball Overhead Slam,2,medicine ball,upper back,"shoulders, core",back,3,https://static.exercisedb.dev/media/oHg8eop.gif,"Step:1 Stand with your feet shoulder-width apart, holding a medicine ball with both hands above your head. | Step:2 Engage your core and keep your back straight. | Step:3 Bend your knees slightly and forcefully slam the medicine ball down to the ground in front of you. | Step:4 As you slam the ball down, use your entire body to generate power, including your shoulders and core. | Step:5 Catch the ball on the bounce and repeat for the desired number of repetitions.",0.0,7.0,0.0,9.0,7.5,7.5,0.0,0.0,0.0,0.0,Power Training,3.4,3.9,4.1,4.1,4.3,6.0,7.0,6.0,5.0,3.0,3.5
